Ticker,Date,Dividend
BKR,2020-05-22,0.18
BKR,2020-01-31,0.18
BKR,2019-11-07,0.18
BKR,2019-08-12,0.18
BKR,2019-05-20,0.18
BKR,2019-02-01,0.18
AVGO,2023-09-20,4.6
AVGO,2023-06-21,4.6
AVGO,2023-03-21,4.6
AVGO,2022-12-19,4.6
AVGO,2022-09-21,4.1
AVGO,2022-06-21,4.1
AVGO,2022-03-21,4.1
AVGO,2021-12-21,4.1
AVGO,2021-09-21,3.6
AVGO,2021-06-21,3.6
AVGO,2021-03-19,3.6
AVGO,2020-12-18,3.6
AVGO,2020-09-21,3.25
AVGO,2020-06-19,3.25
AVGO,2020-03-20,3.25
AVGO,2019-12-20,3.25
AVGO,2019-09-20,2.65
AVGO,2019-06-21,2.65
AVGO,2019-03-20,2.65
AVGO,2018-12-18,2.65
CTAS,2023-11-14,1.35
CTAS,2023-08-14,1.35
CTAS,2023-05-12,1.15
CTAS,2023-02-14,1.15
CTAS,2022-11-14,1.15
CTAS,2022-08-12,1.15
CTAS,2022-05-13,0.95
CTAS,2022-02-14,0.95
CTAS,2021-11-12,0.95
CTAS,2021-08-12,0.95
CTAS,2021-05-13,0.75
CTAS,2021-02-11,0.75
CTAS,2020-11-05,3.51
CTAS,2019-11-07,2.55
CSCO,2023-10-03,0.39
CSCO,2023-07-05,0.39
CSCO,2023-04-04,0.39
CSCO,2023-01-04,0.38
CSCO,2022-10-04,0.38
CSCO,2022-07-05,0.38
CSCO,2022-04-05,0.38
CSCO,2022-01-04,0.37
CSCO,2021-10-04,0.37
CSCO,2021-07-02,0.37
CSCO,2021-04-05,0.37
CSCO,2021-01-04,0.36
CSCO,2020-10-01,0.36
CSCO,2020-07-02,0.36
CSCO,2020-04-02,0.36
CSCO,2020-01-02,0.35
CSCO,2019-10-03,0.35
CSCO,2019-07-03,0.35
CSCO,2019-04-04,0.35
CSCO,2019-01-03,0.33
CTSH,2023-11-20,0.29
CTSH,2023-08-18,0.29
CTSH,2023-05-18,0.29
CTSH,2023-02-16,0.29
CTSH,2022-11-17,0.27
CTSH,2022-08-18,0.27
CTSH,2022-05-19,0.27
CTSH,2022-02-17,0.27
CTSH,2021-11-18,0.24
CTSH,2021-08-19,0.24
CTSH,2021-05-19,0.24
CTSH,2021-02-17,0.24
CTSH,2020-11-18,0.22
CTSH,2020-08-20,0.22
CTSH,2020-05-19,0.22
CTSH,2020-02-14,0.22
CTSH,2019-11-18,0.2
CTSH,2019-08-21,0.2
CTSH,2019-05-21,0.2
CTSH,2019-02-20,0.2
CMCSA,2023-10-03,0.29
CMCSA,2023-07-03,0.29
CMCSA,2023-04-04,0.29
CMCSA,2023-01-03,0.27
CMCSA,2022-10-04,0.27
CMCSA,2022-07-05,0.27
CMCSA,2022-04-05,0.27
CMCSA,2022-01-04,0.25
CMCSA,2021-10-05,0.25
CMCSA,2021-07-06,0.25
CMCSA,2021-04-06,0.25
CMCSA,2021-01-05,0.23
CMCSA,2020-10-06,0.23
CMCSA,2020-06-30,0.23
CMCSA,2020-03-31,0.23
CMCSA,2020-01-07,0.21
CMCSA,2019-10-01,0.21
CMCSA,2019-07-02,0.21
CMCSA,2019-04-02,0.21
CMCSA,2018-12-31,0.19
CEG,2023-11-16,0.282
CEG,2023-08-11,0.282
CEG,2023-05-11,0.282
CEG,2023-02-24,0.282
CEG,2022-11-14,0.141
CEG,2022-08-12,0.141
CEG,2022-05-12,0.141
CEG,2022-02-24,0.141
COST,2023-11-02,1.02
COST,2023-08-24,1.02
COST,2023-05-04,1.02
COST,2023-02-02,0.9
COST,2022-10-27,0.9
COST,2022-07-28,0.9
COST,2022-04-28,0.9
COST,2022-02-03,0.79
COST,2021-10-28,0.79
COST,2021-07-29,0.79
COST,2021-04-29,0.79
COST,2021-02-04,0.7
COST,2020-12-01,10.0
COST,2020-10-29,0.7
COST,2020-07-30,0.7
COST,2020-04-30,0.7
COST,2020-02-06,0.65
COST,2019-10-31,0.65
COST,2019-08-29,0.65
COST,2019-05-09,0.65
COST,2019-02-07,0.57
CSX,2023-11-29,0.11
CSX,2023-08-30,0.11
CSX,2023-05-30,0.11
CSX,2023-02-27,0.11
CSX,2022-11-29,0.1
CSX,2022-08-30,0.1
CSX,2022-05-27,0.1
CSX,2022-02-25,0.1
CSX,2021-11-29,0.093
CSX,2021-08-30,0.093
CSX,2021-05-27,0.093333
CSX,2021-02-25,0.093333
CSX,2020-11-27,0.086667
CSX,2020-08-28,0.086667
CSX,2020-05-28,0.086667
CSX,2020-02-27,0.086667
CSX,2019-11-27,0.08
CSX,2019-08-29,0.08
CSX,2019-05-30,0.08
CSX,2019-02-27,0.08
FANG,2023-11-15,3.37
FANG,2023-08-09,0.84
FANG,2023-05-10,0.83
FANG,2023-03-02,2.95
FANG,2022-11-16,2.26
FANG,2022-08-15,3.05
FANG,2022-05-11,3.05
FANG,2022-03-03,0.6
FANG,2021-11-09,0.5
FANG,2021-08-11,0.45
FANG,2021-05-12,0.4
FANG,2021-03-03,0.4
FANG,2020-11-10,0.375
FANG,2020-08-12,0.375
FANG,2020-05-13,0.375
FANG,2020-03-02,0.375
FANG,2019-11-14,0.188
FANG,2019-08-15,0.188
FANG,2019-05-24,0.188
FANG,2019-02-20,0.125
EBAY,2023-11-30,0.25
EBAY,2023-08-31,0.25
EBAY,2023-05-31,0.25
EBAY,2023-03-09,0.25
EBAY,2022-11-30,0.22
EBAY,2022-08-31,0.22
EBAY,2022-05-31,0.22
EBAY,2022-03-09,0.22
EBAY,2021-11-30,0.18
EBAY,2021-08-31,0.18
EBAY,2021-05-28,0.18
EBAY,2021-02-26,0.18
EBAY,2020-11-30,0.16
EBAY,2020-08-31,0.16
EBAY,2020-05-29,0.16
EBAY,2020-02-28,0.16
EBAY,2019-11-29,0.14
EBAY,2019-08-30,0.14
EBAY,2019-05-30,0.14
EBAY,2019-02-28,0.14
EA,2023-11-28,0.19
EA,2023-08-29,0.19
EA,2023-05-30,0.19
EA,2023-02-28,0.19
EA,2022-11-29,0.19
EA,2022-08-30,0.19
EA,2022-06-07,0.19
EA,2022-03-08,0.17
EA,2021-12-07,0.17
EA,2021-08-31,0.17
EA,2021-06-01,0.17
EA,2021-03-02,0.17
EA,2020-12-01,0.17
EXC,2023-11-14,0.36
EXC,2023-08-14,0.36
EXC,2023-05-12,0.36
EXC,2023-02-24,0.36
EXC,2022-11-14,0.338
EXC,2022-08-12,0.338
EXC,2022-05-12,0.338
EXC,2022-02-24,0.338
EXC,2021-11-12,0.273181
EXC,2021-08-12,0.273181
EXC,2021-05-13,0.273181
EXC,2021-03-05,0.273181
EXC,2020-11-13,0.273181
EXC,2020-08-13,0.273181
EXC,2020-05-14,0.273181
EXC,2020-02-19,0.273181
EXC,2019-11-14,0.258916
EXC,2019-08-14,0.258916
EXC,2019-05-14,0.258916
EXC,2019-02-19,0.258916
FAST,2023-10-25,0.35
FAST,2023-07-26,0.35
FAST,2023-04-26,0.35
FAST,2023-02-01,0.35
FAST,2022-10-26,0.31
FAST,2022-07-26,0.31
FAST,2022-04-26,0.31
FAST,2022-02-01,0.31
FAST,2021-10-25,0.28
FAST,2021-07-26,0.28
FAST,2021-04-23,0.28
FAST,2021-02-02,0.28
FAST,2020-12-01,0.4
FAST,2020-10-26,0.25
FAST,2020-07-27,0.25
FAST,2020-04-27,0.25
FAST,2020-01-30,0.25
FAST,2019-10-24,0.22
FAST,2019-07-24,0.22
FAST,2019-04-23,0.215
FAST,2019-01-30,0.215
GEHC,2023-10-19,0.03
GEHC,2023-07-20,0.03
GEHC,2023-05-22,0.03
GILD,2023-09-14,0.75
GILD,2023-06-14,0.75
GILD,2023-03-14,0.75
GILD,2022-12-14,0.73
GILD,2022-09-14,0.73
GILD,2022-06-14,0.73
GILD,2022-03-14,0.73
GILD,2021-12-14,0.71
GILD,2021-09-14,0.71
GILD,2021-06-14,0.71
GILD,2021-03-12,0.71
GILD,2020-12-14,0.68
GILD,2020-09-14,0.68
GILD,2020-06-11,0.68
GILD,2020-03-12,0.68
GILD,2019-12-12,0.63
GILD,2019-09-12,0.63
GILD,2019-06-13,0.63
GILD,2019-03-14,0.63
GILD,2018-12-13,0.57
HON,2023-11-09,1.08
HON,2023-08-10,1.03
HON,2023-05-11,1.03
HON,2023-02-23,1.03
HON,2022-11-09,1.03
HON,2022-08-11,0.98
HON,2022-05-12,0.98
HON,2022-02-24,0.98
HON,2021-11-10,0.98
HON,2021-08-12,0.93
HON,2021-05-13,0.93
HON,2021-02-25,0.93
HON,2020-11-12,0.93
HON,2020-08-13,0.9
HON,2020-05-14,0.9
HON,2020-02-27,0.9
HON,2019-11-14,0.9
HON,2019-08-15,0.82
HON,2019-05-23,0.82
HON,2019-02-21,0.82
INTC,2023-11-06,0.125
INTC,2023-08-04,0.125
INTC,2023-05-04,0.125
INTC,2023-02-06,0.365
INTC,2022-11-04,0.365
INTC,2022-08-04,0.365
INTC,2022-05-05,0.365
INTC,2022-02-04,0.365
INTC,2021-11-04,0.348
INTC,2021-08-05,0.348
INTC,2021-05-06,0.348
INTC,2021-02-04,0.348
INTC,2020-11-05,0.33
INTC,2020-08-06,0.33
INTC,2020-05-06,0.33
INTC,2020-02-06,0.33
INTC,2019-11-06,0.315
INTC,2019-08-06,0.315
INTC,2019-05-06,0.315
INTC,2019-02-06,0.315
INTU,2023-10-05,0.9
INTU,2023-07-07,0.78
INTU,2023-04-06,0.78
INTU,2023-01-09,0.78
INTU,2022-10-06,0.78
INTU,2022-07-08,0.68
INTU,2022-04-08,0.68
INTU,2022-01-07,0.68
INTU,2021-10-07,0.68
INTU,2021-07-09,0.59
INTU,2021-04-09,0.59
INTU,2021-01-08,0.59
INTU,2020-10-08,0.59
INTU,2020-07-09,0.53
INTU,2020-04-09,0.53
INTU,2020-01-09,0.53
INTU,2019-10-09,0.53
INTU,2019-07-09,0.47
INTU,2019-04-09,0.47
INTU,2019-01-09,0.47
JD,2023-04-05,0.62
JD,2022-05-19,1.26
KDP,2023-09-28,0.215
KDP,2023-06-29,0.2
KDP,2023-03-30,0.2
KDP,2023-01-05,0.2
KDP,2022-09-29,0.2
KDP,2022-06-30,0.188
KDP,2022-03-31,0.188
KDP,2022-01-05,0.188
KDP,2021-09-30,0.188
KDP,2021-06-30,0.188
KDP,2021-03-31,0.15
KDP,2021-01-07,0.15
KDP,2020-10-01,0.15
KDP,2020-07-01,0.15
KDP,2020-04-02,0.15
KDP,2020-01-02,0.15
KDP,2019-10-03,0.15
KDP,2019-07-03,0.15
KDP,2019-04-04,0.15
KDP,2019-01-03,0.15
KLAC,2023-11-14,1.45
KLAC,2023-08-14,1.3
KLAC,2023-05-12,1.3
KLAC,2023-02-10,1.3
KLAC,2022-11-14,1.3
KLAC,2022-08-12,1.3
KLAC,2022-05-13,1.05
KLAC,2022-02-11,1.05
KLAC,2021-11-12,1.05
KLAC,2021-08-13,1.05
KLAC,2021-05-14,0.9
KLAC,2021-02-18,0.9
KLAC,2020-11-13,0.9
KLAC,2020-08-14,0.9
KLAC,2020-05-15,0.85
KLAC,2020-02-20,0.85
KLAC,2019-11-15,0.85
KLAC,2019-08-14,0.75
KLAC,2019-05-14,0.75
KLAC,2019-02-14,0.75
KHC,2023-11-30,0.4
KHC,2023-08-31,0.4
KHC,2023-06-05,0.4
KHC,2023-03-09,0.4
KHC,2022-11-23,0.4
KHC,2022-08-25,0.4
KHC,2022-05-26,0.4
KHC,2022-03-10,0.4
KHC,2021-11-24,0.4
KHC,2021-08-31,0.4
KHC,2021-05-27,0.4
KHC,2021-03-11,0.4
KHC,2020-11-25,0.4
KHC,2020-08-27,0.4
KHC,2020-05-28,0.4
KHC,2020-03-12,0.4
KHC,2019-11-14,0.4
KHC,2019-08-20,0.4
KHC,2019-05-30,0.4
KHC,2019-03-07,0.4
LRCX,2023-09-12,2.0
LRCX,2023-06-13,1.725
LRCX,2023-03-14,1.725
LRCX,2022-12-13,1.725
LRCX,2022-09-13,1.725
LRCX,2022-06-14,1.5
LRCX,2022-03-15,1.5
LRCX,2021-12-14,1.5
LRCX,2021-09-27,1.5
LRCX,2021-06-15,1.3
LRCX,2021-03-16,1.3
LRCX,2020-12-08,1.3
LRCX,2020-09-29,1.3
LRCX,2020-06-16,1.15
LRCX,2020-03-24,1.15
LRCX,2019-12-10,1.15
LRCX,2019-09-30,1.15
LRCX,2019-06-11,1.1
LRCX,2019-03-19,1.1
LRCX,2018-12-04,1.1
MAR,2023-11-21,0.52
MAR,2023-08-16,0.52
MAR,2023-05-25,0.52
MAR,2023-02-23,0.4
MAR,2022-11-22,0.4
MAR,2022-08-17,0.3
MAR,2022-05-13,0.3
MAR,2020-02-27,0.48
MAR,2019-11-20,0.48
MAR,2019-08-21,0.48
MAR,2019-05-23,0.48
MAR,2019-02-28,0.41
MRVL,2023-10-05,0.06
MRVL,2023-07-06,0.06
MRVL,2023-04-05,0.06
MRVL,2023-01-05,0.06
MRVL,2022-10-06,0.06
MRVL,2022-07-07,0.06
MRVL,2022-04-07,0.06
MRVL,2022-01-06,0.06
MRVL,2021-10-07,0.06
MRVL,2021-07-08,0.06
MRVL,2021-04-08,0.06
MRVL,2020-12-22,0.06
MRVL,2020-10-08,0.06
MRVL,2020-07-10,0.06
MRVL,2020-04-02,0.06
MRVL,2019-12-24,0.06
MRVL,2019-10-09,0.06
MRVL,2019-07-11,0.06
MRVL,2019-04-02,0.06
MRVL,2018-12-24,0.06
MCHP,2023-11-21,0.439
MCHP,2023-08-21,0.41
MCHP,2023-05-19,0.383
MCHP,2023-02-17,0.358
MCHP,2022-11-21,0.328
MCHP,2022-08-18,0.301
MCHP,2022-05-19,0.276
MCHP,2022-02-18,0.253
MCHP,2021-11-18,0.232
MCHP,2021-08-19,0.2185
MCHP,2021-05-20,0.2065
MCHP,2021-02-19,0.195
MCHP,2020-11-19,0.1845
MCHP,2020-08-20,0.184
MCHP,2020-05-20,0.184
MCHP,2020-02-20,0.1835
MCHP,2019-11-20,0.1835
MCHP,2019-08-20,0.183
MCHP,2019-05-20,0.183
MCHP,2019-02-20,0.1825
MU,2023-10-06,0.115
MU,2023-07-07,0.115
MU,2023-04-06,0.115
MU,2022-12-30,0.115
MU,2022-10-07,0.115
MU,2022-07-08,0.115
MU,2022-04-08,0.1
MU,2021-12-31,0.1
MU,2021-09-30,0.1
MSFT,2023-11-15,0.75
MSFT,2023-08-16,0.68
MSFT,2023-05-17,0.68
MSFT,2023-02-15,0.68
MSFT,2022-11-16,0.68
MSFT,2022-08-17,0.62
MSFT,2022-05-18,0.62
MSFT,2022-02-16,0.62
MSFT,2021-11-17,0.62
MSFT,2021-08-18,0.56
MSFT,2021-05-19,0.56
MSFT,2021-02-17,0.56
MSFT,2020-11-18,0.56
MSFT,2020-08-19,0.51
MSFT,2020-05-20,0.51
MSFT,2020-02-19,0.51
MSFT,2019-11-20,0.51
MSFT,2019-08-14,0.46
MSFT,2019-05-15,0.46
MSFT,2019-02-20,0.46
MDLZ,2023-09-28,0.425
MDLZ,2023-06-29,0.385
MDLZ,2023-03-30,0.385
MDLZ,2022-12-29,0.385
MDLZ,2022-09-29,0.385
MDLZ,2022-06-29,0.35
MDLZ,2022-03-30,0.35
MDLZ,2021-12-30,0.35
MDLZ,2021-09-29,0.35
MDLZ,2021-06-29,0.315
MDLZ,2021-03-30,0.315
MDLZ,2020-12-30,0.315
MDLZ,2020-09-29,0.315
MDLZ,2020-06-29,0.285
MDLZ,2020-03-30,0.285
MDLZ,2019-12-30,0.285
MDLZ,2019-09-27,0.285
MDLZ,2019-06-27,0.26
MDLZ,2019-03-28,0.26
MDLZ,2018-12-28,0.26
NVDA,2023-09-06,0.04
NVDA,2023-06-07,0.04
NVDA,2023-03-07,0.04
NVDA,2022-11-30,0.04
NVDA,2022-09-07,0.04
NVDA,2022-06-08,0.04
NVDA,2022-03-02,0.04
NVDA,2021-12-01,0.04
NVDA,2021-08-31,0.04
NVDA,2021-06-09,0.04
NVDA,2021-03-09,0.04
NVDA,2020-12-03,0.04
NVDA,2020-09-01,0.04
NVDA,2020-06-04,0.04
NVDA,2020-02-27,0.04
NVDA,2019-11-27,0.04
NVDA,2019-08-28,0.04
NVDA,2019-05-30,0.04
NVDA,2019-02-28,0.04
NXPI,2023-09-12,1.014
NXPI,2023-06-13,1.014
NXPI,2023-03-14,1.014
NXPI,2022-12-14,0.845
NXPI,2022-09-14,0.845
NXPI,2022-06-14,0.845
NXPI,2022-03-14,0.845
NXPI,2021-12-14,0.563
NXPI,2021-09-14,0.563
NXPI,2021-06-14,0.563
NXPI,2021-03-12,0.563
NXPI,2020-12-14,0.375
NXPI,2020-09-14,0.375
NXPI,2020-06-12,0.375
NXPI,2020-03-13,0.375
NXPI,2019-12-13,0.375
NXPI,2019-09-13,0.375
NXPI,2019-06-13,0.25
NXPI,2019-03-15,0.25
NXPI,2018-12-13,0.25
ODFL,2023-09-05,0.4
ODFL,2023-06-06,0.4
ODFL,2023-02-28,0.4
ODFL,2022-12-06,0.3
ODFL,2022-09-06,0.3
ODFL,2022-05-31,0.3
ODFL,2022-03-01,0.3
ODFL,2021-11-30,0.2
ODFL,2021-08-31,0.2
ODFL,2021-06-01,0.2
ODFL,2021-03-02,0.2
ODFL,2020-12-01,0.15
ODFL,2020-09-01,0.15
ODFL,2020-06-02,0.15
ODFL,2020-03-03,0.153333
ODFL,2019-12-03,0.113333
ODFL,2019-09-03,0.113333
ODFL,2019-06-04,0.113333
ODFL,2019-03-05,0.113333
ODFL,2018-12-06,0.086667
PCAR,2023-11-14,0.27
PCAR,2023-08-16,0.27
PCAR,2023-05-16,0.25
PCAR,2023-02-13,0.25
PCAR,2022-12-15,1.866667
PCAR,2022-11-14,0.246667
PCAR,2022-08-16,0.226667
PCAR,2022-05-10,0.226667
PCAR,2022-02-07,0.226667
PCAR,2021-12-16,1.0
PCAR,2021-11-15,0.226667
PCAR,2021-08-17,0.226667
PCAR,2021-05-11,0.226667
PCAR,2021-02-08,0.213333
PCAR,2020-12-17,0.466667
PCAR,2020-11-09,0.213333
PCAR,2020-08-10,0.213333
PCAR,2020-05-11,0.213333
PCAR,2020-02-10,0.213333
PCAR,2019-12-19,1.533333
PCAR,2019-11-08,0.213333
PCAR,2019-08-13,0.213333
PCAR,2019-05-13,0.213333
PCAR,2019-02-11,0.213333
PCAR,2018-12-13,1.333333
PAYX,2023-11-13,0.89
PAYX,2023-08-09,0.89
PAYX,2023-05-10,0.89
PAYX,2023-02-08,0.79
PAYX,2022-11-08,0.79
PAYX,2022-08-10,0.79
PAYX,2022-05-11,0.79
PAYX,2022-01-28,0.66
PAYX,2021-10-29,0.66
PAYX,2021-07-30,0.66
PAYX,2021-05-11,0.66
PAYX,2021-01-29,0.62
PAYX,2020-10-30,0.62
PAYX,2020-07-31,0.62
PAYX,2020-05-14,0.62
PAYX,2020-01-31,0.62
PAYX,2019-10-31,0.62
PAYX,2019-07-31,0.62
PAYX,2019-05-14,0.62
PAYX,2019-01-31,0.56
PEP,2023-11-30,1.265
PEP,2023-08-31,1.265
PEP,2023-06-01,1.265
PEP,2023-03-02,1.15
PEP,2022-12-01,1.15
PEP,2022-09-01,1.15
PEP,2022-06-02,1.15
PEP,2022-03-03,1.075
PEP,2021-12-02,1.075
PEP,2021-09-02,1.075
PEP,2021-06-03,1.075
PEP,2021-03-04,1.023
PEP,2020-12-03,1.023
PEP,2020-09-03,1.023
PEP,2020-06-04,1.023
PEP,2020-03-05,0.955
PEP,2019-12-05,0.955
PEP,2019-09-05,0.955
PEP,2019-06-06,0.955
PEP,2019-02-28,0.928
PEP,2018-12-06,0.928
QCOM,2023-11-29,0.8
QCOM,2023-08-30,0.8
QCOM,2023-05-31,0.8
QCOM,2023-03-01,0.75
QCOM,2022-11-30,0.75
QCOM,2022-08-31,0.75
QCOM,2022-06-01,0.75
QCOM,2022-03-02,0.68
QCOM,2021-12-01,0.68
QCOM,2021-09-01,0.68
QCOM,2021-06-02,0.68
QCOM,2021-03-03,0.65
QCOM,2020-12-02,0.65
QCOM,2020-09-02,0.65
QCOM,2020-06-03,0.65
QCOM,2020-03-04,0.62
QCOM,2019-12-04,0.62
QCOM,2019-09-11,0.62
QCOM,2019-06-05,0.62
QCOM,2019-03-06,0.62
QCOM,2018-12-06,0.62
ROST,2023-09-01,0.335
ROST,2023-06-05,0.335
ROST,2023-03-13,0.335
ROST,2022-12-05,0.31
ROST,2022-09-02,0.31
ROST,2022-06-06,0.31
ROST,2022-03-14,0.31
ROST,2021-12-06,0.285
ROST,2021-09-03,0.285
ROST,2021-06-07,0.285
ROST,2021-03-15,0.285
ROST,2020-03-16,0.285
ROST,2019-12-05,0.255
ROST,2019-09-11,0.255
ROST,2019-06-10,0.255
ROST,2019-03-15,0.255
ROST,2018-12-06,0.225
SIRI,2023-11-06,0.027
SIRI,2023-08-07,0.024
SIRI,2023-05-04,0.024
SIRI,2023-02-08,0.024
SIRI,2022-11-09,0.024
SIRI,2022-08-04,0.022
SIRI,2022-05-05,0.022
SIRI,2022-02-10,0.272
SIRI,2021-11-04,0.022
SIRI,2021-08-05,0.015
SIRI,2021-05-06,0.015
SIRI,2021-02-09,0.015
SIRI,2020-11-05,0.015
SIRI,2020-08-06,0.013
SIRI,2020-05-07,0.013
SIRI,2020-02-11,0.013
SIRI,2019-11-07,0.013
SIRI,2019-08-08,0.012
SIRI,2019-05-09,0.012
SIRI,2019-02-08,0.012
SBUX,2023-11-09,0.57
SBUX,2023-08-10,0.53
SBUX,2023-05-11,0.53
SBUX,2023-02-09,0.53
SBUX,2022-11-09,0.53
SBUX,2022-08-11,0.49
SBUX,2022-05-12,0.49
SBUX,2022-02-10,0.49
SBUX,2021-11-10,0.49
SBUX,2021-08-11,0.45
SBUX,2021-05-12,0.45
SBUX,2021-02-17,0.45
SBUX,2020-11-10,0.45
SBUX,2020-08-06,0.41
SBUX,2020-05-07,0.41
SBUX,2020-02-05,0.41
SBUX,2019-11-12,0.41
SBUX,2019-08-07,0.36
SBUX,2019-05-08,0.36
SBUX,2019-02-06,0.36
TMUS,2023-11-30,0.65
TXN,2023-10-30,1.3
TXN,2023-07-28,1.24
TXN,2023-05-05,1.24
TXN,2023-01-30,1.24
TXN,2022-10-28,1.24
TXN,2022-07-29,1.15
TXN,2022-05-06,1.15
TXN,2022-01-28,1.15
TXN,2021-10-29,1.15
TXN,2021-07-23,1.02
TXN,2021-04-30,1.02
TXN,2021-01-29,1.02
TXN,2020-10-29,1.02
TXN,2020-07-30,0.9
TXN,2020-05-01,0.9
TXN,2020-01-30,0.9
TXN,2019-10-30,0.9
TXN,2019-07-30,0.77
TXN,2019-05-03,0.77
TXN,2019-01-30,0.77
VRSK,2023-09-14,0.34
VRSK,2023-06-14,0.34
VRSK,2023-03-14,0.34
VRSK,2022-12-14,0.31
VRSK,2022-09-14,0.31
VRSK,2022-06-14,0.31
VRSK,2022-03-14,0.31
VRSK,2021-12-14,0.29
